request_id,request_number,student_id,department_id,department_name,request_type,priority,status,assigned_admin_id,assigned_admin_name,created_at,resolved_at,processing_time_minutes,estimated_time_minutes,manual_steps_count,error_count,requires_manual_review,complexity_score,_day
567,REQ-1566,46591,102,Finance,Enrollment Letter,Low,Resolved,2,Christopher Baker,2024-03-29 15:45,2024-03-29 16:52,38,30,5,0,False,2,2024-03-29
568,REQ-1567,10665,106,Admissions,Scholarship Verification,Critical,Pending,6,Sheila Curry,2024-09-10 14:45,2024-09-10 16:34,79,60,10,3,True,5,2024-09-10
569,REQ-1568,69302,101,Registrar,Leave Request,Critical,Resolved,8,Angela Odonnell,2025-05-31 09:45,2025-05-31 11:18,61,45,8,1,True,4,2025-05-31
570,REQ-1569,21892,101,Registrar,Fee Clarification,Low,Approved,1,Jason West,2025-12-10 15:15,2025-12-10 16:34,59,55,10,4,True,5,2025-12-10
571,REQ-1570,63131,106,Admissions,Hostel Allocation,Medium,Resolved,13,Monique Davis,2024-06-14 16:00,2024-06-14 17:31,58,50,7,1,True,4,2024-06-14
572,REQ-1571,48874,106,Admissions,Transcript Request,Critical,Rejected,13,Monique Davis,2025-12-21 09:00,2025-12-21 10:10,31,40,7,0,False,3,2025-12-21
573,REQ-1572,16758,106,Admissions,Course Add/Drop,Low,Approved,6,Sheila Curry,2025-12-02 10:30,2025-12-02 11:53,61,35,6,2,True,4,2025-12-02
574,REQ-1573,18782,103,Academic Affairs,Scholarship Verification,Medium,Rejected,10,Christopher Jones,2025-09-25 09:30,2025-09-25 11:28,97,60,10,4,True,5,2025-09-25
575,REQ-1574,52003,103,Academic Affairs,IT Support,High,Resolved,3,Debra Shaw,2025-07-06 10:45,2025-07-06 11:59,39,30,5,0,False,2,2025-07-06
576,REQ-1575,79033,105,Student Services,Course Add/Drop,Low,Rejected,12,Fred Park,2024-10-10 09:00,2024-10-10 10:17,50,35,6,1,True,4,2024-10-10
577,REQ-1576,33437,106,Admissions,Hostel Allocation,High,Approved,13,Monique Davis,2025-04-07 14:00,2025-04-07 15:22,57,50,7,2,True,4,2025-04-07
578,REQ-1577,92218,101,Registrar,Document Verification,Low,Rejected,1,Jason West,2024-10-09 10:15,2024-10-09 11:43,64,65,12,2,True,5,2024-10-09
579,REQ-1578,34780,104,IT Support,Course Add/Drop,Low,Approved,4,Megan Mendoza,2025-04-30 14:45,2025-04-30 15:40,13,35,6,1,True,4,2025-04-30
580,REQ-1579,73720,107,International Office,Leave Request,Critical,Resolved,7,Andrew Carlson,2025-06-16 14:45,2025-06-16 16:17,57,45,8,1,True,4,2025-06-16
581,REQ-1580,16202,103,Academic Affairs,Hostel Allocation,Medium,Pending,3,Debra Shaw,2024-11-09 11:30,2024-11-09 13:00,63,50,7,2,True,4,2024-11-09
582,REQ-1581,97340,103,Academic Affairs,Transcript Request,Medium,Resolved,10,Christopher Jones,2024-06-19 11:30,2024-06-19 12:39,54,40,7,1,True,4,2024-06-19
583,REQ-1582,83726,102,Finance,IT Support,Low,Approved,2,Christopher Baker,2024-02-12 14:15,2024-02-12 15:20,38,30,5,0,False,2,2024-02-12
584,REQ-1583,75459,103,Academic Affairs,Transcript Request,Medium,Approved,3,Debra Shaw,2025-01-16 16:15,2025-01-16 17:18,46,40,7,3,True,4,2025-01-16
585,REQ-1584,85199,103,Academic Affairs,Hostel Allocation,Medium,Pending,3,Debra Shaw,2024-01-05 17:30,2024-01-05 18:57,58,50,7,0,False,3,2024-01-05
586,REQ-1585,50380,106,Admissions,Enrollment Letter,Low,Rejected,13,Monique Davis,2024-12-12 10:45,2024-12-12 11:33,38,30,5,0,False,2,2024-12-12
587,REQ-1586,86471,105,Student Services,Scholarship Verification,Medium,Resolved,5,Samuel Richardson,2025-04-01 14:00,2025-04-01 15:08,52,60,10,3,True,5,2025-04-01
588,REQ-1587,51649,102,Finance,Course Add/Drop,Low,Approved,2,Christopher Baker,2024-03-26 17:45,2024-03-26 18:37,29,35,6,3,True,4,2024-03-26
589,REQ-1588,50381,104,IT Support,Transcript Request,Critical,Approved,4,Megan Mendoza,2025-03-13 14:45,2025-03-13 15:56,55,40,7,0,False,3,2025-03-13
590,REQ-1589,65552,101,Registrar,ID Card Reissue,Critical,Pending,1,Jason West,2025-03-30 15:45,2025-03-30 16:33,29,25,4,0,False,2,2025-03-30
591,REQ-1590,87421,107,International Office,IT Support,Critical,Approved,7,Andrew Carlson,2024-05-27 12:30,2024-05-27 13:27,21,30,5,0,False,2,2024-05-27
592,REQ-1591,27947,101,Registrar,Document Verification,Medium,Resolved,8,Angela Odonnell,2025-10-16 13:45,2025-10-16 15:38,86,65,12,3,True,5,2025-10-16
593,REQ-1592,83306,107,International Office,IT Support,Critical,Approved,14,Michael Pearson,2024-10-23 17:45,2024-10-23 18:22,22,30,5,0,False,2,2024-10-23
594,REQ-1593,47707,101,Registrar,Fee Clarification,Critical,Resolved,1,Jason West,2024-06-06 13:30,2024-06-06 15:08,75,55,10,1,True,5,2024-06-06
595,REQ-1594,86161,104,IT Support,IT Support,Critical,Resolved,4,Megan Mendoza,2024-01-30 10:30,2024-01-30 11:12,20,30,5,0,False,2,2024-01-30
596,REQ-1595,44018,104,IT Support,Enrollment Letter,Medium,Rejected,11,Rachael Hill,2025-10-05 16:00,2025-10-05 16:59,27,30,5,0,False,2,2025-10-05
597,REQ-1596,64986,101,Registrar,Enrollment Letter,High,Approved,1,Jason West,2024-11-23 16:15,2024-11-23 17:00,24,30,5,0,False,2,2024-11-23
598,REQ-1597,31906,103,Academic Affairs,Leave Request,High,Rejected,10,Christopher Jones,2025-06-26 10:15,2025-06-26 11:43,54,45,8,1,True,4,2025-06-26
599,REQ-1598,46885,107,International Office,Transcript Request,High,Approved,14,Michael Pearson,2024-10-04 14:00,2024-10-04 14:58,38,40,7,1,True,4,2024-10-04
600,REQ-1599,83224,104,IT Support,Hostel Allocation,Low,Resolved,11,Rachael Hill,2024-06-15 10:15,2024-06-15 11:20,40,50,7,0,False,3,2024-06-15
601,REQ-1600,28220,104,IT Support,Scholarship Verification,Critical,Resolved,4,Megan Mendoza,2024-04-29 11:00,2024-04-29 12:49,78,60,10,7,True,5,2024-04-29
602,REQ-1601,28659,105,Student Services,Enrollment Letter,Medium,Resolved,12,Fred Park,2024-06-25 13:00,2024-06-25 13:53,38,30,5,0,False,2,2024-06-25
603,REQ-1602,66524,102,Finance,Course Add/Drop,Low,Resolved,2,Christopher Baker,2024-05-13 10:45,2024-05-13 11:18,23,35,6,0,False,3,2024-05-13
604,REQ-1603,49537,101,Registrar,Fee Clarification,Low,Approved,1,Jason West,2025-11-06 17:00,2025-11-06 18:39,76,55,10,2,True,5,2025-11-06
605,REQ-1604,29078,107,International Office,Document Verification,High,Approved,7,Andrew Carlson,2025-09-08 12:15,2025-09-08 13:43,57,65,12,4,True,5,2025-09-08
606,REQ-1605,79315,103,Academic Affairs,Enrollment Letter,Medium,Resolved,10,Christopher Jones,2024-06-13 17:15,2024-06-13 18:06,41,30,5,0,False,2,2024-06-13
607,REQ-1606,87251,103,Academic Affairs,Fee Clarification,Medium,Rejected,3,Debra Shaw,2025-07-04 09:00,2025-07-04 10:12,45,55,10,4,True,5,2025-07-04
608,REQ-1607,24790,106,Admissions,Hostel Allocation,High,Approved,6,Sheila Curry,2024-07-04 14:45,2024-07-04 16:22,73,50,7,3,True,4,2024-07-04
609,REQ-1608,15322,104,IT Support,Document Verification,Low,Rejected,4,Megan Mendoza,2025-06-16 11:45,2025-06-16 13:44,81,65,12,4,True,5,2025-06-16
610,REQ-1609,63383,104,IT Support,Transcript Request,High,Approved,4,Megan Mendoza,2025-01-29 13:45,2025-01-29 14:55,35,40,7,3,True,4,2025-01-29
611,REQ-1610,61952,102,Finance,Scholarship Verification,Critical,Resolved,2,Christopher Baker,2025-05-02 14:15,2025-05-02 15:50,69,60,10,4,True,5,2025-05-02
612,REQ-1611,32114,106,Admissions,ID Card Reissue,Low,Pending,6,Sheila Curry,2024-05-02 11:45,2024-05-02 12:50,26,25,4,0,False,2,2024-05-02
613,REQ-1612,86273,102,Finance,Transcript Request,High,Rejected,9,Timothy Ellis,2024-07-24 15:00,2024-07-24 16:15,50,40,7,4,True,4,2024-07-24
614,REQ-1613,42858,103,Academic Affairs,Scholarship Verification,Critical,Approved,10,Christopher Jones,2025-11-13 15:45,2025-11-13 17:10,68,60,10,1,True,5,2025-11-13
615,REQ-1614,33474,102,Finance,Hostel Allocation,Critical,Approved,2,Christopher Baker,2024-01-31 10:00,2024-01-31 11:14,52,50,7,1,True,4,2024-01-31
616,REQ-1615,74512,106,Admissions,Enrollment Letter,Critical,Rejected,13,Monique Davis,2024-06-05 13:00,2024-06-05 13:54,26,30,5,0,False,2,2024-06-05
617,REQ-1616,14141,103,Academic Affairs,Fee Clarification,Critical,Rejected,10,Christopher Jones,2025-05-17 17:30,2025-05-17 19:41,91,55,10,1,True,5,2025-05-17
618,REQ-1617,96430,104,IT Support,Document Verification,High,Approved,11,Rachael Hill,2024-11-18 15:45,2024-11-18 17:27,82,65,12,2,True,5,2024-11-18
619,REQ-1618,74297,104,IT Support,IT Support,Critical,Rejected,11,Rachael Hill,2024-05-17 13:45,2024-05-17 14:58,29,30,5,0,False,2,2024-05-17
620,REQ-1619,90863,105,Student Services,Hostel Allocation,High,Pending,5,Samuel Richardson,2025-06-02 09:45,2025-06-02 11:03,50,50,7,1,True,4,2025-06-02
621,REQ-1620,91940,103,Academic Affairs,Course Add/Drop,High,Rejected,3,Debra Shaw,2024-01-29 09:15,2024-01-29 10:09,27,35,6,0,False,3,2024-01-29
622,REQ-1621,40752,101,Registrar,Scholarship Verification,High,Approved,8,Angela Odonnell,2024-12-19 14:45,2024-12-19 16:06,64,60,10,1,True,5,2024-12-19
623,REQ-1622,70412,101,Registrar,Enrollment Letter,Critical,Approved,1,Jason West,2024-11-08 10:30,2024-11-08 11:00,20,30,5,0,False,2,2024-11-08
624,REQ-1623,52260,105,Student Services,Enrollment Letter,Low,Rejected,12,Fred Park,2024-09-30 09:45,2024-09-30 10:43,43,30,5,0,False,2,2024-09-30
625,REQ-1624,67146,101,Registrar,Hostel Allocation,Medium,Approved,1,Jason West,2024-12-10 16:30,2024-12-10 18:03,64,50,7,2,True,4,2024-12-10
626,REQ-1625,62694,106,Admissions,Hostel Allocation,Medium,Pending,6,Sheila Curry,2025-07-02 12:30,2025-07-02 13:38,54,50,7,1,True,4,2025-07-02
627,REQ-1626,72294,106,Admissions,Enrollment Letter,Critical,Resolved,6,Sheila Curry,2025-08-15 10:30,2025-08-15 11:24,39,30,5,0,False,2,2025-08-15
628,REQ-1627,64304,103,Academic Affairs,Fee Clarification,Critical,Approved,3,Debra Shaw,2025-10-29 13:30,2025-10-29 14:59,50,55,10,2,True,5,2025-10-29
629,REQ-1628,34450,105,Student Services,Course Add/Drop,Critical,Rejected,12,Fred Park,2025-11-18 17:15,2025-11-18 18:04,24,35,6,1,True,4,2025-11-18
630,REQ-1629,29365,106,Admissions,Fee Clarification,Medium,Approved,13,Monique Davis,2024-10-01 17:45,2024-10-01 19:29,82,55,10,3,True,5,2024-10-01
631,REQ-1630,44987,106,Admissions,IT Support,High,Resolved,13,Monique Davis,2025-03-21 15:30,2025-03-21 16:19,22,30,5,0,False,2,2025-03-21
632,REQ-1631,50703,103,Academic Affairs,IT Support,Critical,Approved,3,Debra Shaw,2025-02-19 12:00,2025-02-19 12:41,26,30,5,0,False,2,2025-02-19
633,REQ-1632,46408,105,Student Services,Hostel Allocation,Medium,Approved,12,Fred Park,2025-03-08 09:15,2025-03-08 10:33,60,50,7,1,True,4,2025-03-08
634,REQ-1633,63347,106,Admissions,Leave Request,High,Resolved,13,Monique Davis,2024-01-21 09:00,2024-01-21 10:25,51,45,8,2,True,4,2024-01-21
635,REQ-1634,26027,104,IT Support,Document Verification,High,Approved,4,Megan Mendoza,2024-08-29 10:00,2024-08-29 11:52,84,65,12,2,True,5,2024-08-29
636,REQ-1635,45985,107,International Office,Transcript Request,Critical,Approved,14,Michael Pearson,2024-08-29 15:15,2024-08-29 16:15,48,40,7,2,True,4,2024-08-29
637,REQ-1636,99487,103,Academic Affairs,Scholarship Verification,Medium,Approved,3,Debra Shaw,2025-05-17 17:30,2025-05-17 18:59,71,60,10,1,True,5,2025-05-17
638,REQ-1637,89405,107,International Office,Course Add/Drop,Low,Pending,7,Andrew Carlson,2025-01-06 16:30,2025-01-06 17:12,28,35,6,0,False,3,2025-01-06
639,REQ-1638,99816,106,Admissions,Leave Request,Low,Approved,6,Sheila Curry,2024-09-16 17:45,2024-09-16 19:19,60,45,8,0,False,3,2024-09-16
640,REQ-1639,40862,107,International Office,ID Card Reissue,High,Approved,7,Andrew Carlson,2025-03-29 15:00,2025-03-29 15:48,23,25,4,0,False,2,2025-03-29
641,REQ-1640,74447,107,International Office,Fee Clarification,Critical,Resolved,7,Andrew Carlson,2025-03-25 14:45,2025-03-25 15:59,60,55,10,0,True,5,2025-03-25
642,REQ-1641,88920,107,International Office,Scholarship Verification,High,Approved,14,Michael Pearson,2025-03-08 10:15,2025-03-08 11:36,52,60,10,5,True,5,2025-03-08
643,REQ-1642,50048,106,Admissions,Hostel Allocation,High,Approved,6,Sheila Curry,2024-02-23 11:45,2024-02-23 12:42,48,50,7,0,False,3,2024-02-23
644,REQ-1643,27499,101,Registrar,Enrollment Letter,High,Rejected,1,Jason West,2024-06-10 12:15,2024-06-10 13:26,28,30,5,0,False,2,2024-06-10
645,REQ-1644,59456,106,Admissions,IT Support,Medium,Approved,13,Monique Davis,2024-10-15 12:00,2024-10-15 12:54,25,30,5,0,False,2,2024-10-15
646,REQ-1645,91003,101,Registrar,Leave Request,Critical,Approved,1,Jason West,2024-04-01 16:15,2024-04-01 17:35,45,45,8,1,True,4,2024-04-01
647,REQ-1646,69468,103,Academic Affairs,Enrollment Letter,Critical,Rejected,3,Debra Shaw,2024-04-01 14:15,2024-04-01 14:48,25,30,5,0,False,2,2024-04-01
648,REQ-1647,37080,102,Finance,Document Verification,Medium,Approved,2,Christopher Baker,2024-07-14 13:30,2024-07-14 15:52,110,65,12,2,True,5,2024-07-14
649,REQ-1648,40865,106,Admissions,Course Add/Drop,Critical,Pending,6,Sheila Curry,2025-03-04 11:45,2025-03-04 12:35,41,35,6,0,False,3,2025-03-04
650,REQ-1649,37815,103,Academic Affairs,Fee Clarification,Critical,Approved,10,Christopher Jones,2024-03-28 09:45,2024-03-28 11:15,71,55,10,4,True,5,2024-03-28
651,REQ-1650,56439,106,Admissions,Scholarship Verification,Low,Rejected,13,Monique Davis,2024-03-15 10:00,2024-03-15 11:10,54,60,10,1,True,5,2024-03-15
652,REQ-1651,44116,103,Academic Affairs,Leave Request,Medium,Rejected,10,Christopher Jones,2024-11-05 15:30,2024-11-05 16:57,61,45,8,2,True,4,2024-11-05
653,REQ-1652,44131,104,IT Support,ID Card Reissue,Low,Approved,11,Rachael Hill,2025-04-24 11:00,2025-04-24 11:57,20,25,4,0,False,2,2025-04-24
654,REQ-1653,44571,101,Registrar,Transcript Request,High,Resolved,1,Jason West,2025-05-26 13:30,2025-05-26 14:53,56,40,7,1,True,4,2025-05-26
655,REQ-1654,34004,102,Finance,Scholarship Verification,Low,Approved,9,Timothy Ellis,2025-05-18 11:45,2025-05-18 13:14,77,60,10,3,True,5,2025-05-18
656,REQ-1655,83512,103,Academic Affairs,Hostel Allocation,Critical,Approved,3,Debra Shaw,2025-12-23 16:45,2025-12-23 18:00,52,50,7,3,True,4,2025-12-23
657,REQ-1656,32058,104,IT Support,Hostel Allocation,High,Approved,4,Megan Mendoza,2024-05-31 10:30,2024-05-31 11:58,75,50,7,2,True,4,2024-05-31
658,REQ-1657,98723,106,Admissions,Enrollment Letter,Low,Resolved,6,Sheila Curry,2025-08-20 09:15,2025-08-20 10:03,28,30,5,0,False,2,2025-08-20
659,REQ-1658,30155,101,Registrar,Transcript Request,Low,Resolved,8,Angela Odonnell,2025-11-28 10:45,2025-11-28 11:58,39,40,7,1,True,4,2025-11-28
660,REQ-1659,69388,104,IT Support,Document Verification,High,Resolved,11,Rachael Hill,2025-04-09 13:00,2025-04-09 15:03,107,65,12,2,True,5,2025-04-09
661,REQ-1660,88943,102,Finance,Enrollment Letter,Critical,Rejected,2,Christopher Baker,2024-02-19 13:30,2024-02-19 14:18,19,30,5,0,False,2,2024-02-19
662,REQ-1661,62742,104,IT Support,Document Verification,High,Approved,11,Rachael Hill,2024-07-01 12:45,2024-07-01 13:53,61,65,12,7,True,5,2024-07-01
663,REQ-1662,58163,101,Registrar,IT Support,Medium,Approved,8,Angela Odonnell,2025-05-17 15:30,2025-05-17 16:19,29,30,5,0,False,2,2025-05-17
664,REQ-1663,90460,104,IT Support,Hostel Allocation,Medium,Resolved,11,Rachael Hill,2025-05-02 13:45,2025-05-02 15:29,73,50,7,0,False,3,2025-05-02
665,REQ-1664,30325,106,Admissions,Scholarship Verification,Critical,Resolved,13,Monique Davis,2024-04-05 09:30,2024-04-05 10:50,40,60,10,6,True,5,2024-04-05
666,REQ-1665,26749,106,Admissions,ID Card Reissue,High,Approved,6,Sheila Curry,2024-10-24 16:45,2024-10-24 17:46,29,25,4,0,False,2,2024-10-24
667,REQ-1666,64135,105,Student Services,Fee Clarification,Low,Rejected,12,Fred Park,2024-10-29 09:00,2024-10-29 10:37,75,55,10,4,True,5,2024-10-29
668,REQ-1667,33534,106,Admissions,Hostel Allocation,Medium,Resolved,13,Monique Davis,2024-12-29 13:00,2024-12-29 14:16,68,50,7,0,False,3,2024-12-29
669,REQ-1668,44743,101,Registrar,Scholarship Verification,High,Approved,1,Jason West,2025-03-02 13:30,2025-03-02 15:16,63,60,10,4,True,5,2025-03-02
670,REQ-1669,25293,102,Finance,IT Support,Low,Approved,2,Christopher Baker,2024-03-21 13:00,2024-03-21 14:09,34,30,5,0,False,2,2024-03-21
671,REQ-1670,98316,106,Admissions,IT Support,Critical,Approved,13,Monique Davis,2025-04-16 15:45,2025-04-16 16:50,32,30,5,0,False,2,2025-04-16
672,REQ-1671,13514,101,Registrar,Course Add/Drop,Medium,Pending,1,Jason West,2024-05-18 09:15,2024-05-18 09:49,26,35,6,2,True,4,2024-05-18
673,REQ-1672,29420,106,Admissions,Hostel Allocation,Critical,Resolved,6,Sheila Curry,2025-10-27 12:45,2025-10-27 13:55,57,50,7,3,True,4,2025-10-27
674,REQ-1673,86706,101,Registrar,Scholarship Verification,Medium,Resolved,1,Jason West,2024-06-19 11:45,2024-06-19 12:55,35,60,10,5,True,5,2024-06-19
675,REQ-1674,64484,103,Academic Affairs,Fee Clarification,Critical,Approved,10,Christopher Jones,2024-02-22 14:00,2024-02-22 16:06,98,55,10,1,True,5,2024-02-22
676,REQ-1675,98954,105,Student Services,Enrollment Letter,Critical,Resolved,12,Fred Park,2024-02-07 16:45,2024-02-07 17:44,23,30,5,0,False,2,2024-02-07
677,REQ-1676,94974,106,Admissions,Fee Clarification,Critical,Approved,6,Sheila Curry,2025-06-24 09:45,2025-06-24 11:22,65,55,10,3,True,5,2025-06-24
678,REQ-1677,35192,101,Registrar,Hostel Allocation,Critical,Approved,8,Angela Odonnell,2025-09-29 14:45,2025-09-29 16:19,76,50,7,1,True,4,2025-09-29
679,REQ-1678,61166,104,IT Support,Transcript Request,Critical,Resolved,4,Megan Mendoza,2025-06-03 12:30,2025-06-03 13:46,53,40,7,2,True,4,2025-06-03
680,REQ-1679,36146,107,International Office,Transcript Request,Medium,Approved,14,Michael Pearson,2024-06-14 12:30,2024-06-14 14:02,64,40,7,1,True,4,2024-06-14
681,REQ-1680,12376,104,IT Support,Enrollment Letter,High,Approved,4,Megan Mendoza,2025-03-01 16:30,2025-03-01 17:19,31,30,5,0,False,2,2025-03-01
682,REQ-1681,39712,103,Academic Affairs,Course Add/Drop,Low,Approved,3,Debra Shaw,2024-06-27 17:00,2024-06-27 18:05,48,35,6,0,False,3,2024-06-27
683,REQ-1682,29815,102,Finance,ID Card Reissue,Low,Approved,9,Timothy Ellis,2024-09-21 14:30,2024-09-21 15:24,24,25,4,0,False,2,2024-09-21
684,REQ-1683,25474,104,IT Support,Leave Request,Medium,Approved,11,Rachael Hill,2024-04-23 10:00,2024-04-23 10:50,28,45,8,0,False,3,2024-04-23
685,REQ-1684,28058,102,Finance,Transcript Request,Low,Approved,9,Timothy Ellis,2025-12-26 16:45,2025-12-26 17:33,36,40,7,2,True,4,2025-12-26
686,REQ-1685,44867,104,IT Support,Fee Clarification,High,Approved,11,Rachael Hill,2024-01-07 12:45,2024-01-07 14:31,82,55,10,1,True,5,2024-01-07
687,REQ-1686,63648,103,Academic Affairs,Scholarship Verification,Critical,Approved,3,Debra Shaw,2024-06-04 17:45,2024-06-04 18:59,58,60,10,3,True,5,2024-06-04
688,REQ-1687,21112,107,International Office,ID Card Reissue,High,Pending,14,Michael Pearson,2024-01-31 16:15,2024-01-31 17:09,27,25,4,0,False,2,2024-01-31
689,REQ-1688,85308,104,IT Support,Transcript Request,Low,Approved,4,Megan Mendoza,2025-03-20 09:45,2025-03-20 10:53,41,40,7,2,True,4,2025-03-20
690,REQ-1689,79178,103,Academic Affairs,ID Card Reissue,Medium,Resolved,10,Christopher Jones,2025-02-15 17:30,2025-02-15 18:11,15,25,4,0,False,2,2025-02-15
691,REQ-1690,21046,104,IT Support,Scholarship Verification,Low,Resolved,4,Megan Mendoza,2025-07-11 16:30,2025-07-11 18:16,65,60,10,3,True,5,2025-07-11
692,REQ-1691,78332,103,Academic Affairs,ID Card Reissue,High,Rejected,10,Christopher Jones,2024-05-09 17:30,2024-05-09 18:03,20,25,4,0,False,2,2024-05-09
693,REQ-1692,24475,101,Registrar,IT Support,Low,Pending,1,Jason West,2025-07-06 13:15,2025-07-06 14:19,27,30,5,0,False,2,2025-07-06
694,REQ-1693,69394,103,Academic Affairs,Transcript Request,High,Resolved,10,Christopher Jones,2024-05-06 09:00,2024-05-06 10:04,36,40,7,0,False,3,2024-05-06
695,REQ-1694,42457,107,International Office,Fee Clarification,Low,Rejected,7,Andrew Carlson,2024-12-24 13:30,2024-12-24 15:08,67,55,10,3,True,5,2024-12-24
696,REQ-1695,20740,105,Student Services,Transcript Request,Low,Resolved,5,Samuel Richardson,2025-01-04 16:00,2025-01-04 17:26,55,40,7,0,False,3,2025-01-04
697,REQ-1696,87101,104,IT Support,Leave Request,Critical,Rejected,4,Megan Mendoza,2025-05-02 12:45,2025-05-02 13:49,46,45,8,0,False,3,2025-05-02
698,REQ-1697,28919,105,Student Services,Course Add/Drop,Medium,Resolved,12,Fred Park,2025-10-13 15:45,2025-10-13 17:06,38,35,6,0,False,3,2025-10-13
699,REQ-1698,30557,106,Admissions,Hostel Allocation,High,Approved,13,Monique Davis,2024-05-12 17:00,2024-05-12 18:10,45,50,7,1,True,4,2024-05-12
700,REQ-1699,58688,105,Student Services,Document Verification,High,Approved,12,Fred Park,2024-04-22 10:30,2024-04-22 11:19,34,65,12,4,True,5,2024-04-22
701,REQ-1700,49998,103,Academic Affairs,Transcript Request,High,Approved,10,Christopher Jones,2025-05-12 09:15,2025-05-12 10:25,36,40,7,1,True,4,2025-05-12
702,REQ-1701,50593,102,Finance,Fee Clarification,Critical,Rejected,9,Timothy Ellis,2024-01-03 10:30,2024-01-03 11:37,59,55,10,3,True,5,2024-01-03
703,REQ-1702,29527,107,International Office,Transcript Request,High,Resolved,14,Michael Pearson,2025-05-01 11:15,2025-05-01 12:33,35,40,7,3,True,4,2025-05-01
704,REQ-1703,68077,107,International Office,Document Verification,High,Pending,14,Michael Pearson,2025-01-31 12:45,2025-01-31 14:28,71,65,12,3,True,5,2025-01-31
705,REQ-1704,91094,107,International Office,Document Verification,Low,Approved,7,Andrew Carlson,2025-12-25 09:30,2025-12-25 11:07,69,65,12,4,True,5,2025-12-25
706,REQ-1705,12486,105,Student Services,Enrollment Letter,High,Approved,5,Samuel Richardson,2025-05-02 17:00,2025-05-02 18:04,35,30,5,0,False,2,2025-05-02
707,REQ-1706,13049,102,Finance,Fee Clarification,High,Rejected,9,Timothy Ellis,2024-03-27 17:30,2024-03-27 19:38,93,55,10,0,True,5,2024-03-27
708,REQ-1707,23019,102,Finance,Scholarship Verification,Medium,Approved,9,Timothy Ellis,2024-01-25 17:30,2024-01-25 18:54,59,60,10,3,True,5,2024-01-25
709,REQ-1708,90540,102,Finance,Course Add/Drop,High,Approved,2,Christopher Baker,2024-09-18 10:15,2024-09-18 11:27,45,35,6,1,True,4,2024-09-18
710,REQ-1709,43807,101,Registrar,IT Support,Critical,Resolved,1,Jason West,2024-11-01 15:00,2024-11-01 15:39,20,30,5,0,False,2,2024-11-01
711,REQ-1710,70925,101,Registrar,Document Verification,Critical,Approved,1,Jason West,2024-09-02 12:45,2024-09-02 14:08,63,65,12,4,True,5,2024-09-02
712,REQ-1711,42285,104,IT Support,Document Verification,Medium,Resolved,4,Megan Mendoza,2025-02-21 12:00,2025-02-21 13:52,82,65,12,0,True,5,2025-02-21
713,REQ-1712,42133,105,Student Services,Course Add/Drop,Critical,Pending,12,Fred Park,2025-04-01 10:15,2025-04-01 11:29,54,35,6,0,False,3,2025-04-01
714,REQ-1713,73201,104,IT Support,ID Card Reissue,High,Pending,4,Megan Mendoza,2024-01-02 16:30,2024-01-02 17:04,24,25,4,0,False,2,2024-01-02
715,REQ-1714,19166,103,Academic Affairs,Enrollment Letter,High,Rejected,10,Christopher Jones,2024-12-25 12:30,2024-12-25 13:09,28,30,5,0,False,2,2024-12-25
716,REQ-1715,51720,104,IT Support,Document Verification,High,Rejected,4,Megan Mendoza,2024-05-23 17:30,2024-05-23 18:31,37,65,12,2,True,5,2024-05-23
717,REQ-1716,53051,107,International Office,Course Add/Drop,Low,Pending,14,Michael Pearson,2024-10-06 12:30,2024-10-06 13:42,51,35,6,0,False,3,2024-10-06
718,REQ-1717,74091,106,Admissions,IT Support,Critical,Approved,6,Sheila Curry,2025-09-15 16:00,2025-09-15 17:18,52,30,5,0,False,2,2025-09-15
719,REQ-1718,56919,101,Registrar,ID Card Reissue,Critical,Resolved,1,Jason West,2025-07-05 09:45,2025-07-05 10:34,30,25,4,0,False,2,2025-07-05
720,REQ-1719,12592,107,International Office,IT Support,High,Approved,7,Andrew Carlson,2024-05-07 16:30,2024-05-07 17:22,27,30,5,0,False,2,2024-05-07
721,REQ-1720,74597,102,Finance,Transcript Request,Medium,Approved,2,Christopher Baker,2025-09-20 13:15,2025-09-20 14:29,47,40,7,3,True,4,2025-09-20
722,REQ-1721,84148,102,Finance,Leave Request,Medium,Resolved,9,Timothy Ellis,2024-04-23 13:45,2024-04-23 15:09,57,45,8,2,True,4,2024-04-23
723,REQ-1722,35146,105,Student Services,Document Verification,Low,Resolved,5,Samuel Richardson,2024-03-07 11:30,2024-03-07 13:26,88,65,12,1,True,5,2024-03-07
724,REQ-1723,95200,105,Student Services,ID Card Reissue,Low,Resolved,12,Fred Park,2025-11-28 17:45,2025-11-28 18:43,40,25,4,0,False,2,2025-11-28
725,REQ-1724,39431,104,IT Support,Transcript Request,Low,Resolved,11,Rachael Hill,2024-10-07 10:45,2024-10-07 11:50,34,40,7,0,False,3,2024-10-07
726,REQ-1725,13325,104,IT Support,Course Add/Drop,Medium,Resolved,11,Rachael Hill,2024-11-19 09:45,2024-11-19 10:30,24,35,6,0,False,3,2024-11-19
727,REQ-1726,13653,101,Registrar,Scholarship Verification,Critical,Resolved,1,Jason West,2024-07-20 11:30,2024-07-20 12:59,73,60,10,1,True,5,2024-07-20
728,REQ-1727,54669,107,International Office,Scholarship Verification,Low,Approved,7,Andrew Carlson,2025-08-29 14:30,2025-08-29 16:12,87,60,10,3,True,5,2025-08-29
